Date,Company,Investment Amount,Capital Type,Sector,Location,Project Type,Summary,Source URL
2026-01-02,McNally Capital,Not disclosed,Private Equity,N/A,Austin TX,N/A,"... <b>Acquisition</b> of ATS McNally Capital, a <b>private equity</b> ... McNally Capital, a <b>private equity</b> firm specializing in mid-market aerospace, <b>defense</b>&nbsp;...",https://www.google.com/url?rct=j&sa=t&url=https://www.eplaneai.com/zh/news/mcnally-capital-acquires-pt6a-mro-specialist-ats&ct=ga&cd=CAIyHDEzYWM2MTZjN2IyNDZmMjI6Y29tOmVuOlVTOlI&usg=AOvVaw10rKGZ2kXSNYDNwXc_xHmp
